0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E317BD	"驾驶员（车门）天线线路直流输出"
0x1FC1D2E317BE	"前排乘客（车门）天线线路直流输出"
0x1FC1D2E317BF	"RF1 TXD直流输出"
0x1FC1D2E317C0	"RF2 TXD直流输出"
0x1FC1D2E317C1	"驾驶员侧后部（车门）天线线路直流输出"
0x1FC1D2E317C2	"前排乘客侧后部（车门）天线线路直流输出"
0x1FC1D2E317C3	"驾驶员侧车窗天线线路直流输出"
0x1FC1D2E317C4	"前排乘客侧车窗天线线路直流输出"
0x1FC1D2E317C5	"行李箱/尾门/后保险杠天线线路直流输出"
0x1FC1D2E317C6	"行李箱/后搁板天线线路直流输出"
0x1FC1D2E317C7	"DCRK"
0x1FC1D2E317C8	"DCRUNTM1"
0x1FC1D2E317C9	"DCRUNTM2"
0x1FC1D2E317CA	"DCRUNTM3"
0x1FC1D2E317CB	"DCRUNTM4"
0x1FC1D2E317CC	"DCRUNTM5"
0x1FC1D2E317CD	"双离合变速器控制系统(DCT)"
0x1FC1D2E317CE	"双离合变速器控制系统(DCT)"
0x1FC1D2E317CF	"CMP B无脉冲"
0x1FC1D2E317D0	"执行器电源HSS1"
0x1FC1D2E317D1	"执行器电源HSS2"
0x1FC1D2E317D2	"执行器电源HSS3"
0x1FC1D2E317D3	"执行器电源HSS4"
0x1FC1D2E317D4	"蓄电池电压（KL 30）"
0x1FC1D2E317D5	"制动器启用"
0x1FC1D2E317D6	"蓄电池电压"
0x1FC1D2E317D7	"热态下要重新编程的冷却等待时间。"
0x1FC1D2E317D8	"ECU初始模式设置的完成标记"
0x1FC1D2E317D9	"TRF驱动器初始模式设置的完成标记"
0x1FC1D2E317DA	"国家代码（ASIS）"
0x1FC1D2E317DB	"当前档位"
0x1FC1D2E317DC	"巡航控制"
0x1FC1D2E317DD	"DT10系列号"
0x1FC1D2E317DE	"导致定格数据存储的DTC"
0x1FC1D2E317DF	"数据记录格式"
0x1FC1D2E317E0	"EDS1实际电流"
0x1FC1D2E317E1	"EDS1指定电流"
0x1FC1D2E317E2	"EDS2实际电流"
0x1FC1D2E317E3	"EDS2指定电流"
0x1FC1D2E317E4	"EDS3实际电流"
0x1FC1D2E317E5	"EDS3指定电流"
0x1FC1D2E317E6	"EDS4实际电流"
0x1FC1D2E317E7	"EDS4指定电流"
0x1FC1D2E317E8	"EDS5实际电流"
0x1FC1D2E317E9	"EDS5指定电流"
0x1FC1D2E317EA	"EDS6实际电流"
0x1FC1D2E317EB	"EDS6指定电流"
0x1FC1D2E317EC	"EDS7实际电流“驻车锁止”"
0x1FC1D2E317ED	"EDS7指定电流“驻车锁止”"
0x1FC1D2E317EE	"失效保护措施"
0x1FC1D2E317EF	"DID$24A0的定格数据"
0x1FC1D2E317F0	"DID$24A1的定格数据"
0x1FC1D2E317F1	"DID$24A2的定格数据"
0x1FC1D2E317F2	"DID$24A3的定格数据"
0x1FC1D2E317F3	"HONDA行李箱编号（OEM行李箱）"
0x1FC1D2E317F4	"HONDA软件校正编号（CVN）"
0x1FC1D2E317F5	"换档装置D档的历史标记"
0x1FC1D2E317F6	"换档装置H档的历史标记"
0x1FC1D2E317F7	"换档装置N档的历史标记"
0x1FC1D2E317F8	"换档装置P档的历史标记"
0x1FC1D2E317F9	"换档装置R档的历史标记"
0x1FC1D2E317FA	"输入轴转速1"
0x1FC1D2E317FB	"输入轴转速2"
0x1FC1D2E317FC	"强制降档"
0x1FC1D2E317FD	"HONDA硬件编号的长度"
0x1FC1D2E317FE	"TCU系列号的长度"
0x1FC1D2E317FF	"电磁阀1"
0x1FC1D2E31800	"停止车辆"
0x1FC1D2E31801	"发动机暖机。"
0x1FC1D2E31802	"蓄电池电压超过10.0[V]。"
0x1FC1D2E31803	"您希望继续吗？"
0x1FC1D2E31804	"DTC将从ECU中清除。"
0x1FC1D2E31805	"操作正在运行……"
0x1FC1D2E31806	"DTC清除失败。"
0x1FC1D2E31807	"检查车辆与检测仪之间的连接。"
0x1FC1D2E31808	"检查连接后，请再次尝试。"
0x1FC1D2E31809	"更换ECU时使用该功能。"
0x1FC1D2E3180A	"该操作已完成。您是否希望再次学习？"
0x1FC1D2E3180B	"更换该系统控制单元"
0x1FC1D2E3180C	"操作已失败。\n请重试。"
0x1FC1D2E3180D	"检查是否满足下列条件，请再试一次。"
0x1FC1D2E3180E	"油压控制测试"
0x1FC1D2E3180F	"功能测试菜单"
0x1FC1D2E31810	"电磁线圈测试"
0x1FC1D2E31811	"更换VSA调节器时使用此功能。"
0x1FC1D2E31812	"将车辆停在平坦的地面"
0x1FC1D2E31813	"正在进行纵向G传感器学习。\n请稍候"
0x1FC1D2E31814	"含全时AWD的限定模式"
0x1FC1D2E31815	"本车不支持此系统"
0x1FC1D2E31816	"NULL"
0x1FC1D2E31817	"NULL"
0x1FC1D2E31818	"在检查液压回路时使用该功能。"
0x1FC1D2E31819	"不存在有关此系统的DTC"
0x1FC1D2E3181A	"档位处于停车档。"
0x1FC1D2E3181B	"该控制单元设置尚未完成。请进行ECU设置，再试一次。"
0x1FC1D2E3181C	"已执行油压控制器测试。\n请稍候。"
0x1FC1D2E3181D	"不满足某项启用条件。"
0x1FC1D2E3181E	"请参见维修手册。"
0x1FC1D2E3181F	"差速器油温必须介于20℃ - 80℃ [68°F - 176°F]之间。\n请对车辆进行路试，以升高油温。"
0x1FC1D2E31820	"将换档杆移至P档"
0x1FC1D2E31821	"蓄电池电压低于10.0[V]。"
0x1FC1D2E31822	"在执行该测试之前检查蓄电池状态。"
0x1FC1D2E31823	"测试结果"
0x1FC1D2E31824	"正常"
0x1FC1D2E31825	"故障代码：%s"
0x1FC1D2E31826	"此功能用于电磁线圈测试。"
0x1FC1D2E31827	"正在执行电磁线圈测试。\n请稍候"
0x1FC1D2E31828	"电位%d"
0x1FC1D2E31829	"当前步骤：%d"
0x1FC1D2E3182A	"指令油压：%P"
0x1FC1D2E3182B	"实际油压：%P"
0x1FC1D2E3182C	"按下“EXIT”（退出）按钮停止测试。"
0x1FC1D2E3182D	"注意：考虑电机安全，每次测试执行时间应最多不超过5秒钟。"
0x1FC1D2E3182E	"停用油泵"
0x1FC1D2E3182F	"电磁线圈测试"
0x1FC1D2E31830	"EEPROM"
0x1FC1D2E31831	"EEPROM故障"
0x1FC1D2E31832	"EGR"
0x1FC1D2E31833	"在通过维修$2F动作EGR冷却器旁通阀期间令最大大气流量达到峰值并保持"
0x1FC1D2E31834	"在通过维修$2F动作EGR冷却器旁通阀期间令最小大气流量达到峰值并保持"
0x1FC1D2E31835	"EGR冷却器旁通阀"
0x1FC1D2E31836	"EGR（废气再循环）执行器驱动部分最终输出值"
0x1FC1D2E31837	"High Pressure Cooled-EGR valve Position Sensor 1 input voltage"
0x1FC1D2E31838	"EGRCOMP"
0x1FC1D2E31839	"EGRCOND"
0x1FC1D2E3183A	"EGR（废气再循环）状态"
0x1FC1D2E3183B	"低压EGR阀位置传感器"
0x1FC1D2E3183C	"备用故障代码（EGR泵）"
0x1FC1D2E3183D	"故障代码（EGR泵）"
0x1FC1D2E3183E	"EGR位置反馈控制错误"
0x1FC1D2E3183F	"EGR（废气再循环）阀执行器位置"
0x1FC1D2E31840	"EGR流量打开比率"
0x1FC1D2E31841	"排档位置：N或P\n车速：0mile/h\nA/C开关：关闭"
0x1FC1D2E31842	"EGR阀目标位置"
0x1FC1D2E31843	"检查确保变速箱处于N档。"
0x1FC1D2E31844	"关闭所有电气装置"
0x1FC1D2E31845	"测试过程中不要踩下油门或离合器踏板"
0x1FC1D2E31846	"发动机转速"
0x1FC1D2E31847	"EGR（废气再循环）阀控制负荷"
0x1FC1D2E31848	"大量气流/冲程"
0x1FC1D2E31849	"EGR（废气再循环）直流电电机占空比"
0x1FC1D2E3184A	"EGR（废气再循环）阀性能故障"
0x1FC1D2E3184B	"EGR（废气再循环）阀操作正常"
0x1FC1D2E3184C	"EGR（废气再循环）空气流量"
0x1FC1D2E3184D	"EGR（废气再循环）电路"
0x1FC1D2E3184E	"EGR（废气再循环）控制"
0x1FC1D2E3184F	"EGR（废气再循环）升程"
0x1FC1D2E31850	"EGR升程传感器"
0x1FC1D2E31851	"EGR L指令"
0x1FC1D2E31852	"EGR（废气再循环）传感器A"
0x1FC1D2E31853	"EGR（废气再循环）系统"
0x1FC1D2E31854	"EGR（废气再循环）阀升程"
0x1FC1D2E31855	"EGR（废气再循环）阀负荷"
0x1FC1D2E31856	"EGR阀位置传感器（EGR VLS）"
0x1FC1D2E31857	"EGT传感器"
0x1FC1D2E31858	"EGT传感器"
0x1FC1D2E31859	"对准数据"
0x1FC1D2E3185A	"经过的时间"
0x1FC1D2E3185B	"ELCM泄漏检测"
0x1FC1D2E3185C	"ELCM的真空泵驱动器（诊断信号）"
0x1FC1D2E3185D	"ELCM的真空泵接通命令值"
0x1FC1D2E3185E	"ELCM泄漏检测模式状态"
0x1FC1D2E3185F	"EVAP泄漏检查模式"
0x1FC1D2E31860	"ELD传感器输出电压"
0x1FC1D2E31861	"ELD"
0x1FC1D2E31862	"ELD（电气负荷值）传感器输出电压"
0x1FC1D2E31863		"本田元素(ELEMENT)"
0x1FC1D2E31864	"估计电气负载水平"
0x1FC1D2E31865	"估计电气负载水平"
0x1FC1D2E31866	"希腊语"
0x1FC1D2E31867	"ELMUGAS"
0x1FC1D2E31868	"ELD（电气负载值）"
0x1FC1D2E31869		"东风本田艾力绅(ELYSION)"
0x1FC1D2E3186A	"ELYSION V6"
0x1FC1D2E3186B	"ELD（电气负荷值）"
0x1FC1D2E3186C	"空闲"
0x1FC1D2E3186D	"启用"
0x1FC1D2E3186E	"启用"
0x1FC1D2E3186F	"启用转换（默认值）"
0x1FC1D2E31870	"启用"
0x1FC1D2E31871	"启用"
0x1FC1D2E31872	"启用"
0x1FC1D2E31873	"启用"
0x1FC1D2E31874	"英语"
0x1FC1D2E31875	"改变状态（发动机和EV）"
0x1FC1D2E31876	"ENGHILD"
0x1FC1D2E31877	"发动机盖安全开关"
0x1FC1D2E31878	"发动机盖安全开关"
0x1FC1D2E31879	"发动机扭矩"
0x1FC1D2E3187A	"发动机"
0x1FC1D2E3187B	"发动机盖安全开关"
0x1FC1D2E3187C	"发动机超"
0x1FC1D2E3187D	"发动机故障"
0x1FC1D2E3187E	"发动机正在运转"
0x1FC1D2E3187F	"发动机转速"
0x1FC1D2E31880	"发动机转速2"
0x1FC1D2E31881	"发动机转速"
0x1FC1D2E31882	"发动机转速"
0x1FC1D2E31883	"发动机转速"
0x1FC1D2E31884	"发动机转速"
0x1FC1D2E31885	"发动机转速"
0x1FC1D2E31886	"发动机熄火"
0x1FC1D2E31887	"发动机温度"
0x1FC1D2E31888	"发动机扭矩"
0x1FC1D2E31889	"发动机扭矩"
0x1FC1D2E3188A	"ENGLD"
0x1FC1D2E3188B	"发动机转速过高"
0x1FC1D2E3188C	"发动机转速过低"
0x1FC1D2E3188D	"发动机运转"
0x1FC1D2E3188E	"发动机运转"
0x1FC1D2E3188F	"发动机状态"
0x1FC1D2E31890	"发动机起动请求状态"
0x1FC1D2E31891	"发动机起动时间"
0x1FC1D2E31892	"ENGTEMP"
0x1FC1D2E31893	"发动机扭矩"
0x1FC1D2E31894	"发动机扭矩信号"
0x1FC1D2E31895	"发动机扭矩信号"
0x1FC1D2E31896	"发动机扭矩信号"
0x1FC1D2E31897	"发动机冷却液温度"
0x1FC1D2E31898	"发动机不能起动"
0x1FC1D2E31899	"怠速停止状态"
0x1FC1D2E3189A	"发动机支架控制"
0x1FC1D2E3189B	"检查并确认发动机未在运转"
0x1FC1D2E3189C	"发动机不应运转，但点火开关应该打开。"
0x1FC1D2E3189D	"未启动"
0x1FC1D2E3189E	"发动机关闭计时器"
0x1FC1D2E3189F	"发动机机油压力传感器"
0x1FC1D2E318A0	"机油温度"
0x1FC1D2E318A1	"机油温度传感器"
0x1FC1D2E318A2	"发动机重新起动条件"
0x1FC1D2E318A3	"运行"
0x1FC1D2E318A4	"运行"
0x1FC1D2E318A5	"发动机转速"
0x1FC1D2E318A6	"发动机平均转速"
0x1FC1D2E318A7	"发动机转速参数指示%r"
0x1FC1D2E318A8	"发动机转速不符合条件"
0x1FC1D2E318A9	"发动机转速"
0x1FC1D2E318AA	"发动机起动机"
0x1FC1D2E318AB	"发动机起动机报警"
0x1FC1D2E318AC	"发动机起动提示"
0x1FC1D2E318AD	"发动机TCS（牵引力控制系统）"
0x1FC1D2E318AE	"发动机扭矩"
0x1FC1D2E318AF	"发动机转速"
0x1FC1D2E318B0	"足够"
0x1FC1D2E318B1	"应用驻车制动器。"
0x1FC1D2E318B2	"请保证变速箱排挡处于N档位置。"
0x1FC1D2E318B3	"请踩下制动踏板，并保证选档杆处于P档位置。"
0x1FC1D2E318B4	"重新输入正确的密码。"
0x1FC1D2E318B5	"请输入有效的文件名。"
0x1FC1D2E318B6	"请输入VIN"
0x1FC1D2E318B7	"发动机扭矩信号"
0x1FC1D2E318B8	"输入智能钥匙进入遥控器的数量"
0x1FC1D2E318B9	"输入钥匙数量"
0x1FC1D2E318BA	"发动机暂停的累积时间"
0x1FC1D2E318BB	"摇臂油压传感器A"
0x1FC1D2E318BC	"电动油泵的内部加油控制完成。"
0x1FC1D2E318BD	"电子油泵的内部加油控制完成。"
0x1FC1D2E318BE	"电动油泵的内部加油状态。（适用于工厂）"
0x1FC1D2E318BF	"该测试强行控制TMU系统的TMU电动油泵。"
0x1FC1D2E318C0	"条件1"
0x1FC1D2E318C1	"条件2"
0x1FC1D2E318C2	"条件3"
0x1FC1D2E318C3	"车辆状况不正确"
0x1FC1D2E318C4	"ECU未正确接收到信号"
0x1FC1D2E318C5	"按[确定]键开始测试。\n 结束时，请按[Exit]键退出。"
0x1FC1D2E318C6	"TMU制动电磁阀"
0x1FC1D2E318C7	"TMU制动压力：%s"
0x1FC1D2E318C8	"TMU机油压力转速：%r"
0x1FC1D2E318C9	"TMU电磁阀"
0x1FC1D2E318CA	"车速不符合条件。"
0x1FC1D2E318CB	"车速：%s"
0x1FC1D2E318CC	"蓄电池电压不符合条件。"
0x1FC1D2E318CD	"蓄电池电压：%V"
0x1FC1D2E318CE	"EOPSPHY"
0x1FC1D2E318CF	"发动机机油压力传感器"
0x1FC1D2E318D0	"机油压力"
0x1FC1D2E318D1	"EOT传感器"
0x1FC1D2E318D2	"电子驻车制动器"
0x1FC1D2E318D3	"电子刹车控制系统(EPB)"
0x1FC1D2E318D4	"传感器校正"
0x1FC1D2E318D5	"调整菜单"
0x1FC1D2E318D6	"传感器校正"
0x1FC1D2E318D7	"制动摩擦片维护模式"
0x1FC1D2E318D8	"注意"
0x1FC1D2E318D9	"电动驻车制动系统ABS/VSA ECU控制器。请参见ABS/VSA菜单。"
0x1FC1D2E318DA	"停止车辆。"
0x1FC1D2E318DB	"左前车轮速度%S"
0x1FC1D2E318DC	"右前车轮速度%S"
0x1FC1D2E318DD	"左后车轮速度%S"
0x1FC1D2E318DE	"右后车轮速度%S"
0x1FC1D2E318DF	"DTC已经被清除。"
0x1FC1D2E318E0	"DTC清除失败。"
0x1FC1D2E318E1	"再次进行DTC清除。"
0x1FC1D2E318E2	"DTC将从EPB单元中删除。"
0x1FC1D2E318E3	"您是否打算清除DTC？"
0x1FC1D2E318E4	"清除DTC"
0x1FC1D2E318E5	"将点火开关转到“关闭”位置（“0”位置）"
0x1FC1D2E318E6	"确保点火开关已正确转到“关闭”位置（“0”位置）"
0x1FC1D2E318E7	"点火开关必须处于“关闭”位置（“0”位置）以清除EPB系统的DTC。"
0x1FC1D2E318E8	"点火开关是否处于“关闭”位置（“0”位置）？"
0x1FC1D2E318E9	"打开点火开关。"
0x1FC1D2E318EA	"EPB电机运行测试"
0x1FC1D2E318EB	"功能测试菜单"
0x1FC1D2E318EC	"条件"
0x1FC1D2E318ED	"点火开关打开（II），但不起动发动机。"
0x1FC1D2E318EE	"不要侧倾（左右摇晃）该车辆。"
0x1FC1D2E318EF	"将该车辆置于水平路面。"
0x1FC1D2E318F0	"松开电子驻车制动器。"
0x1FC1D2E318F1	"停止车辆。"
0x1FC1D2E318F2	"当前蓄电池电压：%V"
0x1FC1D2E318F3	"车轮速度%r"
0x1FC1D2E318F4	"制动摩擦片维护模式"
0x1FC1D2E318F5	"松开驻车制动器"
0x1FC1D2E318F6	"蓄电池电压超过10.0[V]。"
0x1FC1D2E318F7	"注意\n执行时间最长约为25秒。"
0x1FC1D2E318F8	"蓄电池电压低于10[V]。"
0x1FC1D2E318F9	"在执行该测试之前检查蓄电池状态。"
0x1FC1D2E318FA	"按[Enter]键启动。"
0x1FC1D2E318FB	"该功能用于后制动摩擦片维护。"
0x1FC1D2E318FC	"有关详细工作步骤，请参考维修手册。"
0x1FC1D2E318FD	"请选择要执行的模式。"
0x1FC1D2E318FE	"进入制动摩擦片维护模式"
0x1FC1D2E318FF	"返回正常模式"
0x1FC1D2E31900	"本车不支持该功能。"
0x1FC1D2E31901	"是否希望执行摩擦片更换模式？"
0x1FC1D2E31902	"转换至摩擦片更换模式已经完成。"
0x1FC1D2E31903	"执行后制动摩擦片维护。"
0x1FC1D2E31904	"摩擦片维护完成后，必须返回正常模式，使摩擦片返回原始位置。"
0x1FC1D2E31905	"是否想让摩擦片返回正常状态？"
0x1FC1D2E31906	"摩擦片已移动到原始位置。"
0x1FC1D2E31907	"该功能步骤已结束。"
0x1FC1D2E31908	"电机运行测试结束。"
0x1FC1D2E31909	"1. 点火开关打开（II），但不要起动发动机。"
0x1FC1D2E3190A	"2. 停止车辆。"
0x1FC1D2E3190B	"3.松开电子驻车制动器。"
0x1FC1D2E3190C	"4.蓄电池电压超过10.0[V]。"
0x1FC1D2E3190D	"12V蓄电池电压太小。"
0x1FC1D2E3190E	"为了运行该测试，\n为蓄电池充好电。"
0x1FC1D2E3190F	"状态正常。"
0x1FC1D2E31910	"您想要进行该测试吗？"
0x1FC1D2E31911	"测试中止。"
0x1FC1D2E31912	"在按下“ENTER”（确认）按钮时，\n屏幕将返回2秒钟。"
0x1FC1D2E31913	"运行时间：%d"
0x1FC1D2E31914	"执行完这项测试后，\n旋入制动卡钳的螺钉将被旋出大约2mm。"
0x1FC1D2E31915	"运行时间：0[次数]"
0x1FC1D2E31916	"“传感器校正”将各个传感器的当前输出值存储到电子驻车制动器单元中。"
0x1FC1D2E31917	"<传感器>"
0x1FC1D2E31918	"倾斜传感器"
0x1FC1D2E31919	"驻车制动器行程传感器"
0x1FC1D2E3191A	"存在DTC！"
0x1FC1D2E3191B	"此车维修后请运行该测试。"
0x1FC1D2E3191C	"此单元仍未接收到“倾斜传感器”的信号。"
0x1FC1D2E3191D	"摇动此车辆直到以下数值改变。"
0x1FC1D2E3191E	"倾斜传感器的信号：%d"
0x1FC1D2E3191F	"数值是否改变？"
0x1FC1D2E31920	"倾斜传感器的信号：未知"
0x1FC1D2E31921	"倾斜传感器的信号：接收"
0x1FC1D2E31922	"倾斜传感器的信号：%s"
0x1FC1D2E31923	"如果摇动车辆后，数值仍然显示“不良”，请点击取消按钮。"
0x1FC1D2E31924	"如果信号数值已改变，则可确认EPB单元和倾斜传感器之间的信号线完好。"
0x1FC1D2E31925	"此后，再次进行“传感器校正”。"
0x1FC1D2E31926	"1. 点火开关打开（II），但不要起动发动机。"
0x1FC1D2E31927	"2.不要侧倾（左右摇晃）该车辆。"
0x1FC1D2E31928	"3.将该车辆置于水平路面。"
0x1FC1D2E31929	"4.松开电子驻车制动器。"
0x1FC1D2E3192A	"5.不要运行车辆。"
0x1FC1D2E3192B	"现在进行校正，请稍候…。"
0x1FC1D2E3192C	"传感器校正已失败。"
0x1FC1D2E3192D	"当“传感器校正”没有完成时，EPB警告灯将会接通和关闭。"
0x1FC1D2E3192E	"再一次尝试传感器校正。"
0x1FC1D2E3192F	"请执行故障排除。"
0x1FC1D2E31930	"传感器校正已完成。"
0x1FC1D2E31931	"传感器校正"
0x1FC1D2E31932	"测试条件！"
0x1FC1D2E31933	"条件不符！"
0x1FC1D2E31934	"关闭点火开关。"
0x1FC1D2E31935	"打开点火开关。"
0x1FC1D2E31936	"发动机仍然运行，请再次尝试。"
0x1FC1D2E31937	"更换加速传感器时使用该功能。"
0x1FC1D2E31938	"检查确认以下条件都已满足。"
0x1FC1D2E31939	"在水平地面上停止车辆"
0x1FC1D2E3193A	"系统中无DTC（除C0062-54外）。"
0x1FC1D2E3193B	"是否希望继续？"
0x1FC1D2E3193C	"已执行传感器学习。\n请稍候。"
0x1FC1D2E3193D	"已检测到DTC。"
0x1FC1D2E3193E	"排查DTC并进行维修，然后再次进行测试。"
0x1FC1D2E3193F	"条件不符"
0x1FC1D2E31940	"检查确认以下条件都已满足。"
0x1FC1D2E31941	"停止车辆"
0x1FC1D2E31942	"已检测到DTC。"
0x1FC1D2E31943	"排查DTC并进行维修，然后再次进行测试。"
0x1FC1D2E31944	"检查是否满足测试条件，请再试一次。"
0x1FC1D2E31945	"在水平地面上停止车辆"
0x1FC1D2E31946	"该操作已成功。"
0x1FC1D2E31947	"该操作已失败。"
0x1FC1D2E31948	"请再次尝试。"
0x1FC1D2E31949	"传感器校正"
0x1FC1D2E3194A	"条件不符"
0x1FC1D2E3194B	"该功能用于后部制动摩擦片维护。"
0x1FC1D2E3194C	"检查确认以下条件都已满足。"
0x1FC1D2E3194D	"停止车辆"
0x1FC1D2E3194E	"蓄电池电压超过10.0[V]。"
0x1FC1D2E3194F	"-注意-\n为防止蓄电池电压在该步骤期间降低，确保车辆蓄电池充满电。"
0x1FC1D2E31950	"是否希望继续？"
0x1FC1D2E31951	"是否希望继续？"
0x1FC1D2E31952	"检查执行条件。\n请稍候。"
0x1FC1D2E31953	"条件不符"
0x1FC1D2E31954	"检查确认以下条件都已满足。"
0x1FC1D2E31955	"停止车辆"
0x1FC1D2E31956	"条件不符"
0x1FC1D2E31957	"蓄电池电压低于10.0[V]。\n在执行该测试之前检查蓄电池状态。"
0x1FC1D2E31958	"当前，制动摩擦片处于正常控制位置。"
0x1FC1D2E31959	"是否希望执行摩擦片更换模式？"
0x1FC1D2E3195A	"-注意-\n执行时间最长约为25秒。"
0x1FC1D2E3195B	"按Enter键以继续。"
0x1FC1D2E3195C	"制动摩擦片位置返回正常制动摩擦片位置。"
0x1FC1D2E3195D	"-注意-\n执行时间最长约为25秒。"
0x1FC1D2E3195E	"按Enter键。"
0x1FC1D2E3195F	"在转换至摩擦片更换模式的过程中。"
0x1FC1D2E31960	"在转换至正常摩擦片位置的过程中。"
0x1FC1D2E31961	"EPB系统转换至摩擦片更换模式。"
0x1FC1D2E31962	"执行后部制动摩擦片维护。"
0x1FC1D2E31963	"完成摩擦片维护后，按Enter键。"
0x1FC1D2E31964	"条件不符"
0x1FC1D2E31965	"检查是否满足下列条件，请再试一次。"
0x1FC1D2E31966	"停止车辆\n松开驻车制动器\n不存在有关此系统的DTC\n蓄电池电压超过10.0[V]。"
0x1FC1D2E31967	"EPB系统转换至正常摩擦片位置。"
0x1FC1D2E31968	"该功能步骤已结束。"
0x1FC1D2E31969	"按Enter键。"
0x1FC1D2E3196A	"后部摩擦片维护是否完成？"
0x1FC1D2E3196B	"制动摩擦片更换模式"
0x1FC1D2E3196C	"EPCOK"
0x1FC1D2E3196D	"该功能用于改变电机驱动频率。"
0x1FC1D2E3196E	"频率的当前设置数据如显示。"
0x1FC1D2E3196F	"频率：%d kHz"
0x1FC1D2E31970	"1：20kHz（美国/加拿大）"
0x1FC1D2E31971	"2：18kHz（其它国家和地区）"
0x1FC1D2E31972	"条件"
0x1FC1D2E31973	"1. 停止车辆。"
0x1FC1D2E31974	"选择下列频率设置之一："
0x1FC1D2E31975	"请稍候..."
0x1FC1D2E31976	"访问未被接受"
0x1FC1D2E31977	"停止车辆"
0x1FC1D2E31978	"频率切换不可用。"
0x1FC1D2E31979	"关闭点火开关。"
0x1FC1D2E3197A	"打开点火开关。"
0x1FC1D2E3197B	"频率切换"
0x1FC1D2E3197C	"频率切换"
0x1FC1D2E3197D	"过高：大约%V"
0x1FC1D2E3197E	"过低：大约%V"
0x1FC1D2E3197F	"无论何时按下‘改变传动比’按钮，传动比就会变化"
0x1FC1D2E31980	"按下‘下一步’按钮以显示下一屏幕"
0x1FC1D2E31981	"改变传动比"
0x1FC1D2E31982	"下一步"
0x1FC1D2E31983	"1. 将前轮置于向前直行位置。"
0x1FC1D2E31984	"2. 确认方向盘辐角是否在向前直行位置。若方向盘辐角与向前直行位置不匹配，拆下方向盘并再次重新安装。"
0x1FC1D2E31985	"3.将手从方向盘上移开。"
0x1FC1D2E31986	"当传动比从高速侧转换为低速侧时，确认方向盘不会自行回转。"
0x1FC1D2E31987	"按[确定]键开始测试。"
0x1FC1D2E31988	"方向盘转过的角度超过标准值吗？\n标准值：4.7 mm"
